,Text,Label,ID,Offsets
13069,He serves his community by donating his time coaching his youth league wrestling program alma mater.,None,article_00632.pre.xmi:026,[]
4691,After some success in EL Paso he was then promoted to Vice President of installations at Erus Energy and has now gone on to oversee and help expand the Erus brand on to new markets across the U.S.,None,article_00226.pre.xmi:069,[]
14965,| ADVISOR,None,article_00727.pre.xmi:007,[]
1660,Reduce the stigma and discrimination that surrounds children's mental,None,article_00083.pre.xmi:019,[]
15672,"While Security Weaver from time to time certifies its products through SAP's certification process and engages in other partner marketing activities, Security Weaver and SAP© are separate and independent enterprises and no information provided by any company should be construed to mean otherwise.",None,article_00756.pre.xmi:020,[]
8481,"ANMS's new nano analyzer provides greater accuracy, reliability and responsiveness which will make industrial processors more efficient, improves the quality of their processes and reduces their energy consumption and overall impact on the environment.",None,article_00399.pre.xmi:007,[]
6562,"Phil is General Manager of GE Healthcare's Cell Bioprocessing business, a $6 billion strategy to revolutionize the world's health by improving the quality, access and affordability of care.",None,article_00308.pre.xmi:036,[]
13437,It is earned—always.,None,article_00651.pre.xmi:022,[]
15121,Fairstone Financial Management (City) Ltd. Is authorised and regulated by the Financial Conduct Authority (FRM: 188596),None,article_00733.pre.xmi:007,[]
655,"We will demonstrate our knowledge, education and experience to manage both the surface and mineral estate and your land and property as if it were our own.",About,article_00036.pre.xmi:007,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'demonstrate our knowledge, education and experience to manage both the surface and mineral estate and your land and property as if it were our own', u'endOffset': 154, u'beginOffset': 8, u'label': u'ValueProposition'}]"
13651,"For more than 30 years, the Jernigan name has been synonymous with results in the self-storage industry.",About,article_00663.pre.xmi:002,"[{u'text': u'Jernigan', u'endOffset': 36, u'beginOffset': 28, u'label': u'Company'}, {u'text': u'self-storage industry', u'endOffset': 103, u'beginOffset': 82, u'label': u'MarketSegment'}]"
12245,Viadux is a leading manufacturer and supplier of water and environmental solutions.,About,article_00589.pre.xmi:003,"[{u'text': 'Viadux', u'endOffset': 6, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'water and environmental solutions', u'endOffset': 82, u'beginOffset': 49, u'label': u'ProductService'}]"
15820,Joint unloading is a proven therapy that has recently become more prominent as the need for cost-effective pre-arthroplasty (pre-joint replacement) solutions becomes more evident.,None,article_00764.pre.xmi:005,[]
11386,Would highly recommend.,None,article_00544.pre.xmi:042,[]
15466,We turned our shed into a small bakery.,None,article_00747.pre.xmi:018,[]
13419,We'll accomplish this goal through product performance and a commitment to professional service.,None,article_00651.pre.xmi:004,[]
2199,"For more than 25 years, PRQA has been the leader in defect prevention.",None,article_00108.pre.xmi:003,[]
2960,"Senior Vice President, EMEA",None,article_00143.pre.xmi:039,[]
4640,David  is an Arizona native that began working in solar in 2008.,None,article_00226.pre.xmi:018,[]
2399,"Founded by a team of scientists from MIT and OpenBiome , we are data-driven and mission-oriented.",None,article_00118.pre.xmi:011,[]
5487,Darron Brackenbury – Chief Operations Officer,None,article_00252.pre.xmi:016,[]
14779,AM Technology is the global leader in CSTR technology for continuous synthesis of high value chemicals.,About,article_00719.pre.xmi:005,"[{u'text': u'AM Technology', u'endOffset': 13, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'CSTR technology', u'endOffset': 53, u'beginOffset': 38, u'label': u'ProductService'}]"
13488,Aquatech offers a large portfolio of water management services designed to help plant personnel and end user organizations get the most out of their water treatment systems.,About,article_00654.pre.xmi:003,"[{u'text': 'Aquatech', u'endOffset': 8, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'water management services', u'endOffset': 62, u'beginOffset': 37, u'label': u'ProductService'}, {u'text': 'plant personnel and end user organizations', u'endOffset': 122, u'beginOffset': 80, u'label': u'MarketProfile'}]"
7033,"2,000 sq.",None,article_00328.pre.xmi:007,[]
6745,David Wrigley joined CuDeco Limited in August 2016 as an accomplished senior finance executive with over 18 years' experience in international listed and private entities across multiple industry sectors.,None,article_00315.pre.xmi:027,[]
8054,Gasco guarantees 3 day delivery on stocking gas mixtures.,None,article_00378.pre.xmi:040,[]
1405,"Originally called Offset Productions and Technical Services, Hugh Jarvis and his father Maurice launched the business.",None,article_00075.pre.xmi:037,[]
13480,"We were incorporated in 1992 and have become an established provider of prompt, efficient and professional inspection and certification services.",About,article_00653.pre.xmi:006,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'inspection and certification services', u'endOffset': 144, u'beginOffset': 107, u'label': u'ProductService'}]"
2625,The Trigger Trading Technology™ gives clients control over their trading strategies via a simple point and click interface.,About,article_00128.pre.xmi:006,"[{u'text': u'Trigger Trading Technology\u2122', u'endOffset': 31, u'beginOffset': 4, u'label': u'Company'}, {u'text': u'control over their trading strategies via a simple point and click interface', u'endOffset': 122, u'beginOffset': 46, u'label': u'ValueProposition'}]"
10317,Destination: West,None,article_00494.pre.xmi:009,[]
6688,Sara graduated from St. John's College with a B.A.,None,article_00313.pre.xmi:056,[]
12540,We had the honor of joining several other DC companies to build the DC Department of General Services' Renewable DC solar project.,None,article_00605.pre.xmi:015,[]
6395,"Cloud Imperium Games is a new kind of independent studio dedicated to delivering AAA experiences outside the established publisher system, Founded by Chris Roberts, creator of the best selling Wing Commander and Freelancer series, Cloud Imperium is currently developing Star Citizen, a record-shattering crowd funded title that combines classic space sim gameplay with Hollywood-caliber visuals.",None,article_00301.pre.xmi:003,[]
3148,"But more importantly, we can derive a quantitative DNA methylation profile at each CpG location and extract from that data novel epigenetic biomarkers, something no one else can do as accurately, cost-effectively, or quickly.",None,article_00155.pre.xmi:031,[]
12255,"We encourage open communication between staff, customers and related organisations to make positive impacts on the future of the marketplace and assist in improving the quality of life for people nationwide.",About,article_00589.pre.xmi:013,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'nationwide', u'endOffset': 206, u'beginOffset': 196, u'label': u'MarketLocation'}]"
11031,"Incorporated 1969, in Reading, Pennsylvania,  Fusion Coatings is considered a pioneer in specialized coating applications.",About,article_00528.pre.xmi:003,"[{u'text': 'Fusion Coatings', u'endOffset': 61, u'beginOffset': 46, u'label': u'Company'}, {u'text': 'specialized coating applications', u'endOffset': 121, u'beginOffset': 89, u'label': u'ProductService'}]"
10115,"In 2011, we formed Smart Sparrow and started looking for investment.",None,article_00485.pre.xmi:016,[]
2873,"Most importantly, we measure our success by our ability to partner with respected engineering firms equipping them with the tools they need to envision, design, build, operate, maintain and secure highly efficient and reliable water and wastewater systems — to build a better world for everyone and help billions of people, around the world, live happier and healthier, more satisfying lives.",None,article_00140.pre.xmi:018,[]
3916,Chase Warner (Business Operations Manager).,None,article_00198.pre.xmi:014,[]
6758,"He has acted for international companies, ASX companies, mining companies, explorers, major insurers, airlines, government bodies, and many others companies, organisations and individuals.",None,article_00315.pre.xmi:040,[]
7046,"For more than six decades, The Smith family, the owners of SafeLink Security Inc., have been a proud part of the Kansas City business community.",None,article_00329.pre.xmi:004,[]
13781,FOR MORE INFORMATION ABOUT OUR ORGANIZATIONAL CHART PLEASE EMAIL NIMA.VAKILI@KMIGROUP.COM,None,article_00669.pre.xmi:009,[]
9162,"In 2014, the second-generation imaging platform was released featuring the Lytro ILLUM, Lytro Desktop, Lytro iOS Mobile Application and the Lytro Development Kit, empowering organizations beyond the domain of photography to harness the full potential of Light Field.",None,article_00437.pre.xmi:007,[]
76,Culture and values,None,article_00005.pre.xmi:019,[]
5195,Denis Zubkov Head of Product,None,article_00246.pre.xmi:016,[]
8653,Quality,None,article_00411.pre.xmi:007,[]
10148,Yellow Brick Capital Advisers (UK) Limited,None,article_00485.pre.xmi:049,[]
15764,"RentMoola was inspired through the pain point experienced by Patrick Postrehovsky while paying his rent with cash in Shanghai, and the hassle Philipp Postrehovsky had while paying his rent with cheques.",None,article_00761.pre.xmi:003,[]
4947,Daniel started his first business when he was 18 in a college dorm room.,None,article_00239.pre.xmi:030,[]
435,Those capabilities have enabled us to become the only digital content company that has the proven ability to repeatedly build digital brands and establish content franchises which form powerful bonds with audiences across the media platforms that matter to them most.,About,article_00024.pre.xmi:008,"[{u'text': 'us', u'endOffset': 34, u'beginOffset': 32, u'label': u'Company'}, {u'text': 'digital content company', u'endOffset': 77, u'beginOffset': 54, u'label': u'ProductService'}]"
2260,"Simultaneously, we saw the potential for a breakthrough speech based application to address these market needs.",None,article_00110.pre.xmi:017,[]
1775,"That's how strongly I feel about Strategic Connections.""",None,article_00086.pre.xmi:042,[]
6576,These savings can be passed on to borrowing and lending clients in a transparent way.,None,article_00309.pre.xmi:010,[]
7050,"We take great pride in our work and the SafeLink/Barnhart guarantee that our products, workmanship and services always exceed expectation.",None,article_00329.pre.xmi:008,[]
93,He is currently pioneering the work of distributing these lenses to schools in Taiwan in collaboration with the local Ministry of Education.,None,article_00006.pre.xmi:013,[]
6497,Serionix's proprietary technology originated from work performed in Professor James Economy's labs in the Material Science and Engineering program at the University of Illinois at Urbana-Champaign.,None,article_00306.pre.xmi:016,[]
11527,"Efferent Labs, Inc. is a preclinical stage company focused on biosensor systems for life sciences.",About,article_00550.pre.xmi:040,"[{u'text': u'Efferent Labs, Inc.', u'endOffset': 19, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'biosensor systems', u'endOffset': 79, u'beginOffset': 62, u'label': u'ProductService'}]"
4007,"His practice is evenly divided between pediatric dermatology and adult dermatology, and he performs skin cancer surgery one day a week.",None,article_00201.pre.xmi:022,[]
2731,"We invent, manufacture and distribute smart energy technology and are the UK's leading home battery company.",About,article_00134.pre.xmi:004,"[{u'text': u'invent, manufacture and distribute smart energy technology', u'endOffset': 61, u'beginOffset': 3, u'label': u'Purpose'}, {u'text': u'home battery', u'endOffset': 99, u'beginOffset': 87, u'label': u'ProductService'}]"
7278,Problems have basic solutions.,None,article_00345.pre.xmi:016,[]
15944,BOE Midstream has several existing and developing assets in North Dakota:,None,article_00770.pre.xmi:004,[]
4810,"At Voltaware, his responsibilities include firmware development and testing, and reviewing hardware design.",None,article_00232.pre.xmi:038,[]
3181,Our Products,None,article_00156.pre.xmi:024,[]
7436,China National Building Materials,None,article_00351.pre.xmi:013,[]
1076,We've been rethinking how websites are built and managed ever since.,None,article_00057.pre.xmi:008,[]
2338,About Us,None,article_00117.pre.xmi:001,[]
7414,"""Leading others into life change through daily deposits of Encouragement, Enthusiasm, and Excellence.""",None,article_00349.pre.xmi:011,[]
12024,Sustainability,None,article_00579.pre.xmi:021,[]
11206,With the insurance industry being in a near constant state of evolution autonet seek to do all we can to stay abreast of the latest developments and to be mindful of the way consumers shop for insurance.,None,article_00538.pre.xmi:009,[]
1885,"Edward has a background in key relationship management, and is responsible for the acquisition and growth of Epos Now's strategic partnerships as well as leading our international expansion into new territories.",None,article_00093.pre.xmi:018,[]
7559,A Proud Past with a Bright Future.,None,article_00356.pre.xmi:002,[]
14407,(Plant Science) at the University of British Columbia.,None,article_00699.pre.xmi:039,[]
5773,Eeonyx's products are economically manufactured with a variety of production methods at industrial scale.,None,article_00271.pre.xmi:011,[]
4323,"Oil and Gas professional with over 20 years of operational and leadership experience, both within and outside of the military, domestic and overseas responsibility...",None,article_00210.pre.xmi:077,[]
5584,"Posey products are available on a no-obligation 30-day trial (some restrictions apply, call Customer Service for details).",None,article_00257.pre.xmi:021,[]
4949,He now works on Marketing and is the Assistant to  the Head of Design at Summon.,None,article_00239.pre.xmi:032,[]
7664,Corporate Strategy,None,article_00362.pre.xmi:002,[]
11292,How likely would you be to recommend FlyingYak to a friend on a scale of 0 - 10?,None,article_00541.pre.xmi:011,[]
16620,"David founded Independent Financial Consultants (IFC Finance.com), a successful Financial Services Advisory firm which provides consultancy on Financial Planning and Wealth Management to business owners and professional firms, in Ireland and UK.",About,article_00796.pre.xmi:054,"[{u'text': 'Independent Financial Consultants (IFC Finance.com)', u'endOffset': 65, u'beginOffset': 14, u'label': u'Company'}, {u'text': 'Financial Services Advisory', u'endOffset': 107, u'beginOffset': 80, u'label': u'ProductService'}, {u'text': 'consultancy', u'endOffset': 139, u'beginOffset': 128, u'label': u'ProductService'}, {u'text': 'business owners and professional firms', u'endOffset': 225, u'beginOffset': 187, u'label': u'MarketProfile'}, {u'text': 'Ireland and UK', u'endOffset': 244, u'beginOffset': 230, u'label': u'MarketLocation'}]"
15206,In April 2015 Jamie crashed and suffered a traumatic brain injury.,None,article_00737.pre.xmi:022,[]
2759,"CSL is a global specialty biotherapeutics company that develops and delivers innovative biotherapies that save lives, and help people with life-threatening medical conditions live full lives.",About,article_00135.pre.xmi:003,"[{u'text': 'CSL', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'specialty biotherapeutics', u'endOffset': 41, u'beginOffset': 16, u'label': u'ProductService'}, {u'text': 'develops and delivers innovative biotherapies that save lives', u'endOffset': 116, u'beginOffset': 55, u'label': u'ProductService'}, {u'text': 'life-threatening medical conditions live full lives', u'endOffset': 190, u'beginOffset': 139, u'label': u'ValueProposition'}]"
9124,Our dedication to transparency means that what you see is what you get.,None,article_00434.pre.xmi:012,[]
10688,It is a great privilege for me to be a part of ANC.,None,article_00509.pre.xmi:054,[]
4030,"An active mentor in the field, he has provided mentorship for entrepreneurs from Stanford BioDesign, Enterprise Ireland, BioInnovate (Galway) and the Kauffman Foundation.",None,article_00201.pre.xmi:045,[]
3352,Our Leadership Team,None,article_00164.pre.xmi:002,[]
1437,Among our services:,None,article_00077.pre.xmi:010,[]
1233,"On the other end, Powerlytics came about due to our in-depth knowledge of the financial services industry, and experience creating knowledge-based applications and processes globally for one of the largest accounting and consulting firms in the world – KPMG.",None,article_00065.pre.xmi:007,[]
9443,"Copyright © 2016 Pluto AI, Inc.",None,article_00447.pre.xmi:018,[]
4281,Learn More,None,article_00210.pre.xmi:035,[]
12405,"Agilyx is a privately held alternative energy company, and the first in the world to economically convert difficult-to-recycle waste plastics into crude oil through a process that is environmentally positive.",About,article_00597.pre.xmi:010,"[{u'text': u'Agilyx', u'endOffset': 6, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'alternative energy', u'endOffset': 45, u'beginOffset': 27, u'label': u'ProductService'}, {u'text': u'economically convert difficult-to-recycle waste plastics into crude oil through a process that is environmentally positive', u'endOffset': 207, u'beginOffset': 85, u'label': u'ValueProposition'}]"
14117,"Although she still carries responsibility for the smooth running of our day to day operations, she is also involved in the more commercial side of our business.",None,article_00681.pre.xmi:071,[]
3102,"Indianapolis Business Journal's ""25 Largest Indianapolis-area Employee Benefits Services Firms"" 2011 list; ranked 3rd on the list and the only firm located outside of Indianapolis or Carmel.",None,article_00153.pre.xmi:012,[]
2465,"Bernie Johnston, Ph.D, Chief Technology Officer",None,article_00123.pre.xmi:010,[]
12422,Initiated 2 operated water flood pilots,None,article_00598.pre.xmi:013,[]
6725,This was followed by four years with the Ray White Property Group of Australasia as Director of Finance / Director of Strategy & Corporate Development.,None,article_00315.pre.xmi:007,[]
7267,Thank you for taking the time to visit PWA's website.,None,article_00345.pre.xmi:003,[]
5393,Founded Interview Master Technology Solutions in Bangalore,None,article_00250.pre.xmi:068,[]
5404,Talview won its first ever award in the startup section of Nasscom Emerge 50 in the year 2013.,None,article_00250.pre.xmi:079,[]
14619,"Earlier positions included Senior Vice President of Sales and Marketing for Insight Health Corp., a national provider of diagnostics imaging services with annual revenues of $285 MM; various roles, including Vice President of Marketing and Oncology Sales, for US LABS, where Dan was instrumental in strategies that grew revenue from $3 MM in 2000 to more than $75 MM in 2004; Worldwide Marketing Manager for Ventana Medical Systems, a manufacturer and developer of automated immunochemistry systems for cancer testing, where Dan launched the BenchMark system, today's leader for IHC testing.",About,article_00711.pre.xmi:007,"[{u'text': u'Insight Health Corp.', u'endOffset': 96, u'beginOffset': 76, u'label': u'Company'}, {u'text': u'diagnostics imaging services', u'endOffset': 149, u'beginOffset': 121, u'label': u'ProductService'}, {u'text': u'Ventana Medical Systems', u'endOffset': 431, u'beginOffset': 408, u'label': u'Company'}, {u'text': u'automated immunochemistry systems', u'endOffset': 498, u'beginOffset': 465, u'label': u'ProductService'}]"
1354,Merlex colors are brighter,None,article_00074.pre.xmi:007,[]
449,Top Digital Programs Including,None,article_00024.pre.xmi:022,[]
6723,"Mark entered the resources sector in 2006 through his own consultancy business, where he acted on a number of Boards and provided strategic consulting advice to a range of mining services companies.",None,article_00315.pre.xmi:005,[]
10126,He loves working with visionary teachers and learning from them.,None,article_00485.pre.xmi:027,[]
3621,Powervault helps home owners use more of their self-generated electricity and take the first step towards energy independence,None,article_00180.pre.xmi:032,[]
2317,Gooten is the next innovation in the printing industry.,About,article_00115.pre.xmi:003,"[{u'text': u'Gooten', u'endOffset': 6, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'printing industry', u'endOffset': 54, u'beginOffset': 37, u'label': u'MarketSegment'}]"
11391,"Nantwich, Cheshire East",None,article_00544.pre.xmi:047,[]
2185,managing Alberta's network of international offices,None,article_00107.pre.xmi:026,[]
4477,Initial license payments received exceed $300 million and pending milestone payments exceed $55 million.,None,article_00219.pre.xmi:007,[]
1890,David Duncan,None,article_00093.pre.xmi:023,[]
1155,"Our passion is to make the car insurance shopping experience clear, simple and intuitive.",None,article_00059.pre.xmi:019,[]
7741,The board collectively has over one hundred years of relevant industry leadership and actively promotes our company's market advantage.,None,article_00366.pre.xmi:033,[]
14987,intake lower cost referrals.,None,article_00727.pre.xmi:029,[]
16266,"From the very beginning, we've distinguished ourselves from the pack by becoming a vital, strategic partner with our clients.",None,article_00781.pre.xmi:004,[]
1728,"It allows our associates to see how every financial decision impacts our clients' lives, and then allows us to create plans that will most effectively meet their objectives.",None,article_00085.pre.xmi:010,[]
16010,Alchemie creates games out of the puzzles of organic chemistry.,About,article_00772.pre.xmi:019,"[{u'text': u'Alchemie', u'endOffset': 8, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'games', u'endOffset': 22, u'beginOffset': 17, u'label': u'ProductService'}]"
13728,About Us,None,article_00666.pre.xmi:002,[]
2997,Logos,None,article_00146.pre.xmi:001,[]
12427,GET IN TOUCH,None,article_00599.pre.xmi:005,[]
5349,May-13,None,article_00250.pre.xmi:024,[]
16248,"In 2014, Renew Financial collaborated with the Pennsylvania Treasury, the National Association of State Energy Officials, Energy Policy Consortium, and Citi to launch WHEEL (the Warehouse for Energy Efficiency Loans).",None,article_00780.pre.xmi:014,[]
7586,"Foreside is committed to delivering innovative services that not only meet current requirements, but also anticipate emerging regulatory and marketplace developments.",About,article_00357.pre.xmi:004,"[{u'text': 'Foreside', u'endOffset': 8, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'delivering innovative services that not only meet current requirements, but also anticipate emerging regulatory and marketplace developments', u'endOffset': 165, u'beginOffset': 25, u'label': u'Purpose'}]"
4392,"However, on one of these trips Justin's family were run off the road and had an accident.",None,article_00213.pre.xmi:006,[]
9605,"Dr. Anderson's specific clinical interests include understanding the aspects and contributing factors involved in atrial and ventricular arrhythmias, as well as in atherosclerosis and ischemic cardiomyopathy.",None,article_00459.pre.xmi:007,[]
2503,Technology and Capital are Tools,None,article_00124.pre.xmi:027,[]
13770,2015 First Mobile DSP to do Programmatic TV,None,article_00668.pre.xmi:011,[]
2463,"As the technical director at another startup, Jeff led development of data analysis and imaging technologies that were sold to a Chevron-backed company that is now a leader in real-time hydraulic fracture monitoring worldwide.",None,article_00123.pre.xmi:008,[]
7315,"For more information contact PWA Insurance Services at 916.631.7887, send an email, or complete our online information request form.",None,article_00345.pre.xmi:053,[]
2846,Bill Townend has been working with flow cytometry and fluorescent microscopy since 1979.,None,article_00138.pre.xmi:049,[]
15706,"David Cohen is the Founder and Co-CEO of Techstars, a mentorship driven accelerator that has invested in more than 800 companies since 2006.",None,article_00758.pre.xmi:019,[]
6572,We resolved to do something about the situation and created a marketplace lending platform with two objectives at heart.,None,article_00309.pre.xmi:006,[]
1612,Neal Isaacson,None,article_00082.pre.xmi:023,[]
7306,"• In 2011, Conny Michael Saab, PAHM® received his Professional, Academy of Healthcare Management (PAHM®) designation through AHIP and his Consumer Directed Healthcare Certification from the National Association of Health Underwriters.",None,article_00345.pre.xmi:044,[]
2191,facilitating technology commercialization and development to build knowledge-intensive industries in Alberta,None,article_00107.pre.xmi:032,[]
1729,"Throughout our company's history, we have embodied the entrepreneurial spirit that started with our founder, Scott.",None,article_00085.pre.xmi:011,[]
4824,Antonio Lago Software Engineer,None,article_00232.pre.xmi:052,[]
15340,"HireRight works with more than 40,000 customers, including 70% of the Fortune 100 companies.",None,article_00742.pre.xmi:004,[]
12658,Our Specialist Products are delivered next day to pharmacy and hospital for orders received by 3 pm on our standard service for the majority of products.,None,article_00610.pre.xmi:020,[]
11786,"Denuo is a team, driven by individuals, who stay in their distinct ""swim lanes"" and lend their unparalled knowledge and experience to problem solving.",None,article_00566.pre.xmi:003,[]
5657,"Tradeweb Direct has become synonymous with superior execution, providing clients with easy access to live offerings, the most accurate pricing in the marketplace, and lightning-fast execution.",About,article_00262.pre.xmi:019,"[{u'text': u'Tradeweb Direct', u'endOffset': 15, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'easy access to live offerings, the most accurate pricing in the marketplace, and lightning-fast execution', u'endOffset': 191, u'beginOffset': 86, u'label': u'ValueProposition'}]"
6302,"During a walk in Walden Pond, near Boston, her friend Mitch Rosenberg , veteran executive at several robotics start-ups, decided to join forces to fulfill an old-dream of his: improving STEM education.",None,article_00295.pre.xmi:010,[]
9254,"We work with leading brands and retailers, including Bed Bath & Beyond, Newegg, Reebok, B&H, and many others to drive both branding objectives and sales from video across multiple properties and devices.",None,article_00442.pre.xmi:004,[]
10872,We are honest and straightforward with each other and we always try to do the right thing.,None,article_00520.pre.xmi:031,[]
5909,"Cognita is a worldwide group of 68 schools in Europe, Latin America and South-East Asia.",None,article_00277.pre.xmi:003,[]
6670,"He graduated USC with degrees in international relations and political science, and furthered his education with programs at Georgetown, Michigan State and Semester at Sea.",None,article_00313.pre.xmi:038,[]
16486,Alan Weinstein,None,article_00794.pre.xmi:001,[]
7068,Helping companies get back to business through disaster recovery and restoration quickly is what we know and do every day.,None,article_00331.pre.xmi:010,[]
8940,Founders & Board of Directors,None,article_00425.pre.xmi:001,[]
7988,We take charge of our thoughts and remain... View More,None,article_00376.pre.xmi:055,[]
4047,I love that OV automatically switches music and calls.,None,article_00202.pre.xmi:015,[]
16071,"With our $180+million expansion complete, we've grown to 260,000 square feet of rentable space which includes an additional ballroom, additional underground parking and over 131,000 square feet of contiguous 3rd floor exhibition space.",None,article_00774.pre.xmi:007,[]
5950,"He is an investor in M-Files, MariaDB and Veracode.",None,article_00280.pre.xmi:006,[]
13892,"The bottom line for our clients:  our ""incremental"" approach to deep energy building envelope retrofit delivers quantifiable results.",None,article_00675.pre.xmi:018,[]
5298,"20 years of technology leadership experience in the sale, delivery and account management of complex, multi-million dollar enterprise technology solutions.",None,article_00248.pre.xmi:028,[]
2556,Sunil earned his bachelor's degree from Stanford University in History.,None,article_00124.pre.xmi:080,[]
8875,He joined Ethyl Corporation as Senior Vice President and President-Chemicals Group and Director in 1992.,None,article_00423.pre.xmi:008,[]
4240,"""Bank of Southern California has provided all of the services that we were looking for.",None,article_00209.pre.xmi:027,[]
7065,"In 2006, Interstate merged with Catastrophe Services International and Colorado Fire and Flood, broadening our experience base, reconstruction and response capabilities.",None,article_00331.pre.xmi:005,[]
11773,"Copyright 2017 Quintron Systems, Inc. | All Rights Reserved",None,article_00564.pre.xmi:010,[]
15432,Mr. Nichols is Senior Vice President of Workspace Property Trust.,None,article_00746.pre.xmi:045,[]
2755,We offer full sales and technical support locally in the UK.,About,article_00134.pre.xmi:028,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'locally in the UK', u'endOffset': 59, u'beginOffset': 42, u'label': u'MarketLocation'}]"
2492,We build trust over transactions in our relationships.,None,article_00124.pre.xmi:016,[]
3139,Is less expensive,None,article_00155.pre.xmi:022,[]
14440,You can learn more about our Accelerated Opiate Detox and Accelerated Alcohol Detox approaches.,None,article_00701.pre.xmi:014,[]
10819,OSTC Foreign Exchange offers a specialised deliverable Foreign Exchange service.,About,article_00517.pre.xmi:003,"[{u'text': 'OSTC Foreign Exchange', u'endOffset': 21, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'specialised deliverable Foreign Exchange service', u'endOffset': 79, u'beginOffset': 31, u'label': u'ProductService'}]"
5234,Jeff is responsible for building our client base.,None,article_00246.pre.xmi:055,[]
7696,It is a Gift Card that spends like cash and can be used anywhere Debit MasterCard® is accepted.,None,article_00365.pre.xmi:007,[]
3272,"Top-quality coffees are only harvested once a year, thus storage of raw green coffee is essential to maintaining the freshest-tasting coffee all year long.",None,article_00160.pre.xmi:013,[]
14467,"For most, it's a fast-paced lifestyle and often difficult to make smart food choices every day.",None,article_00702.pre.xmi:013,[]
5273,"AMPD was founded in beautiful White Rock, BC, Canada in early 2015 as a brainchild of 4 gaming and digital media technology veterans; Anthony, Mark, Paul and Don - AMPD.",None,article_00248.pre.xmi:003,[]
7613,This process required her to develop a novel sensor system and data algorithm to identify the specific acoustic signals of coronary turbulence.,None,article_00359.pre.xmi:008,[]
2889,Leaf Healthcare creates wireless patient monitoring solutions for health care providers who are seeking more efficient and cost effective ways to improve patient safety and clinical outcomes.,About,article_00142.pre.xmi:001,"[{u'text': u'Leaf Healthcare', u'endOffset': 15, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'wireless patient monitoring solutions', u'endOffset': 61, u'beginOffset': 24, u'label': u'ProductService'}, {u'text': u'health care providers', u'endOffset': 87, u'beginOffset': 66, u'label': u'MarketProfile'}]"
6321,In 1994 she came to the US and received a Master's degree in Educational Media from Boston University and a Master of Science and PhD from the MIT Media Laboratory working with Seymour Papert.,None,article_00295.pre.xmi:029,[]
6631,"This technology was innovated by Dr. Kari Nadeau, a pediatrician, mother of five, and the Director of the Sean N. Parker Center for Allergy and Asthma Research at Stanford University.",None,article_00312.pre.xmi:007,[]
788,Let the experts at ScentSational help you develop and refine your idea from concept to the shelf.,None,article_00042.pre.xmi:051,[]
16587,Simon Mansfield,None,article_00796.pre.xmi:021,[]
13961,"In her downtime, she can be found spending time with her rescue dogs and exploring restaurants with unique food offerings.",None,article_00676.pre.xmi:058,[]
14034,"NRStor partners with progressive stakeholders and leading energy storage technologies to build, own and operate commercial projects in order to deliver better energy storage solutions.",About,article_00680.pre.xmi:004,"[{u'text': 'NRStor', u'endOffset': 6, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'energy storage solutions', u'endOffset': 183, u'beginOffset': 159, u'label': u'ProductService'}]"
7744,President Caribbean Shipping,None,article_00366.pre.xmi:036,[]
8582,About Us,None,article_00406.pre.xmi:002,[]
6126,"Indiscriminately obsessed with all things creatively stimulating regardless of shape or size, and will pounce at any opportunity to get involved in the creative process myself.",None,article_00284.pre.xmi:037,[]
2194,Strategic Policy and Corporate Services Division,None,article_00107.pre.xmi:035,[]
7268,We hope the content is helpful and you found the information you were looking for.,None,article_00345.pre.xmi:004,[]
5444,"Mayfield invest in areas including applications, infrastructure, platforms, components, and services in IT, mobile, wireless, energy tech, Internet of Things, consumerized health & wellness, crowdsourcing, collaborative consumption, mobile-first service and product marketplaces, vertical communities, and enabling platforms and services.",None,article_00250.pre.xmi:119,[]
